gene,expt,time,expression
YAL023C,alpha,7,-1.12
YAL024C,alpha,7,0.04
YAL025C,alpha,7,-1.51
YAL026C,alpha,7,0.03
YAL027W,alpha,7,-0.22
YAL028W,alpha,7,-0.44
YAL029C,alpha,7,-0.24
YAL030W,alpha,7,-0.32
YAL031C,alpha,7,0.7
YAL032C,alpha,7,0.06
YAL033W,alpha,7,NA
YAL034C,alpha,7,1.04
YAL035C-A,alpha,7,NA
YAL035W,alpha,7,-0.91
YAL036C,alpha,7,-0.78
YAL037W,alpha,7,-0.24
YAL038W,alpha,7,-0.56
YAL039C,alpha,7,-0.02
YAL040C,alpha,7,0.19
YAL041W,alpha,7,-0.61
YAL042W,alpha,7,-0.5
YAL043C,alpha,7,0.03
YAL043C-A,alpha,7,NA
YAL044C,alpha,7,-0.12
YAL045C,alpha,7,-0.36
YAL046C,alpha,7,-0.24
YAL047C,alpha,7,-0.67
YAL048C,alpha,7,0.7
YAL049C,alpha,7,-0.31
YAL051W,alpha,7,0.13
YAL053W,alpha,7,-0.2
YAL054C,alpha,7,0.29
YAL055W,alpha,7,-0.25
YAL056W,alpha,7,0.19
YAL058C-A,alpha,7,NA
YAL058W,alpha,7,-0.45
YAL059W,alpha,7,-0.73
YAL060W,alpha,7,0.06
YAL061W,alpha,7,0.97
YAL062W,alpha,7,-0.03
YAL063C,alpha,7,-0.16
YAL064C-A,alpha,7,NA
YAL064W,alpha,7,-0.56
YAL064W-B,alpha,7,NA
YAL065C,alpha,7,0.2
YAL066W,alpha,7,0.09
YAL067C,alpha,7,0.07
YAL068C,alpha,7,NA
YAL069W,alpha,7,NA
YAR002C-A,alpha,7,NA
YAR002W,alpha,7,-0.64
YAR003W,alpha,7,-0.45
YAR007C,alpha,7,-0.42
YAR008W,alpha,7,0.1
YAR009C,alpha,7,0.32
YAR010C,alpha,7,0
YAR014C,alpha,7,-0.18
YAR015W,alpha,7,0.39
YAR018C,alpha,7,0.12
YAR019C,alpha,7,0.03
YAR020C,alpha,7,-0.12
YAR023C,alpha,7,0
YAR027W,alpha,7,0.21
YAR028W,alpha,7,0.14
YAR029W,alpha,7,0.07
YAR030C,alpha,7,-0.23
YAR031W,alpha,7,0.16
YAR033W,alpha,7,0.22
YAR035W,alpha,7,-0.01
YAR037W,alpha,7,-0.53
YAR040C,alpha,7,-0.07
YAR042W,alpha,7,-0.28
YAR043C,alpha,7,-0.06
YAR044W,alpha,7,-0.1
YAR047C,alpha,7,-0.26
YAR050W,alpha,7,-0.1
YAR052C,alpha,7,0.01
YAR053W,alpha,7,-0.8
YAR060C,alpha,7,-0.12
YAR061W,alpha,7,0.29
YAR062W,alpha,7,-0.13
YAR064W,alpha,7,-0.2
YAR066W,alpha,7,NA
YAR068W,alpha,7,-0.61
YAR069C,alpha,7,0.02
YAR070C,alpha,7,-0.06
YAR071W,alpha,7,-0.86
YAR073W,alpha,7,-0.46
YAR074C,alpha,7,-0.5
YAR075W,alpha,7,NA
YBL001C,alpha,7,0.1
YBL002W,alpha,7,-1.98
YBL003C,alpha,7,-2.55
YBL004W,alpha,7,-0.8
YBL005W,alpha,7,-0.24
YBL005W-A,alpha,7,-0.38
YBL005W-B,alpha,7,0.03
YBL006C,alpha,7,0.91
YBL007C,alpha,7,-0.2
YBL008W,alpha,7,-0.76
YBL009W,alpha,7,-1.25
YBL010C,alpha,7,0.92
YBL011W,alpha,7,-0.51
YBL012C,alpha,7,-0.48
YBL013W,alpha,7,0.26
YBL014C,alpha,7,-0.7
YBL015W,alpha,7,-0.04
YBL016W,alpha,7,0.46
YBL017C,alpha,7,0.53
YBL018C,alpha,7,-0.24
YBL019W,alpha,7,0.5
YBL020W,alpha,7,-0.84
YBL021C,alpha,7,-0.27
YBL022C,alpha,7,-0.27
YBL023C,alpha,7,-0.24
YBL024W,alpha,7,-0.37
YBL025W,alpha,7,0.42
YBL026W,alpha,7,-0.31
YBL027W,alpha,7,-0.48
YBL028C,alpha,7,-0.79
YBL029W,alpha,7,0.37
YBL030C,alpha,7,-0.46
YBL031W,alpha,7,-0.16
YBL032W,alpha,7,-1.22
YBL033C,alpha,7,-0.05
YBL034C,alpha,7,0.03
YBL035C,alpha,7,-0.58
YBL036C,alpha,7,-0.45
YBL037W,alpha,7,0.03
YBL038W,alpha,7,0.03
YBL039C,alpha,7,-0.71
YBL040C,alpha,7,-0.02
YBL041W,alpha,7,-0.11
YBL042C,alpha,7,0.23
YBL043W,alpha,7,0.38
YBL044W,alpha,7,0.37
YBL045C,alpha,7,0.09
YBL046W,alpha,7,-0.2
YBL047C,alpha,7,0.06
YBL048W,alpha,7,0.58
YBL049W,alpha,7,0.53
YBL050W,alpha,7,-0.07
YBL051C,alpha,7,-0.56
YBL052C,alpha,7,-0.54
YBL053W,alpha,7,-0.34
YBL054W,alpha,7,-1.03
YBL055C,alpha,7,0.01
YBL056W,alpha,7,-0.57
YBL057C,alpha,7,-0.44
YBL058W,alpha,7,-0.2
YBL059W,alpha,7,0.06
YBL060W,alpha,7,-0.02
YBL061C,alpha,7,-0.07
YBL062W,alpha,7,-0.53
YBL063W,alpha,7,0.15
YBL064C,alpha,7,0.09
YBL065W,alpha,7,0.72
YBL066C,alpha,7,0.11
YBL067C,alpha,7,-0.37
YBL068W,alpha,7,-0.1
YBL069W,alpha,7,-0.76
YBL070C,alpha,7,-0.14
YBL071C,alpha,7,-0.67
YBL072C,alpha,7,-0.57
YBL073W,alpha,7,-0.07
YBL074C,alpha,7,-0.26
YBL075C,alpha,7,-0.5
YBL076C,alpha,7,-0.6
YBL077W,alpha,7,-0.37
YBL078C,alpha,7,0.4
YBL079W,alpha,7,-0.24
YBL080C,alpha,7,-0.33
YBL081W,alpha,7,-0.62
YBL082C,alpha,7,-0.85
YBL083C,alpha,7,-0.88
YBL084C,alpha,7,0.05
YBL085W,alpha,7,0.09
YBL086C,alpha,7,-0.59
YBL087C,alpha,7,-0.18
YBL088C,alpha,7,0.06
YBL089W,alpha,7,-0.02
YBL090W,alpha,7,-0.29
YBL091C,alpha,7,-0.21
YBL092W,alpha,7,-0.55
YBL093C,alpha,7,0.35
YBL094C,alpha,7,-0.3
YBL095W,alpha,7,-0.56
YBL096C,alpha,7,-0.47
YBL097W,alpha,7,-0.07
YBL098W,alpha,7,-0.54
YBL099W,alpha,7,-0.37
YBL100C,alpha,7,-0.66
YBL101C,alpha,7,0.37
YBL101W-A,alpha,7,0.11
YBL101W-B,alpha,7,-0.05
YBL102W,alpha,7,-0.42
YBL103C,alpha,7,-0.33
YBL104C,alpha,7,0.01
YBL105C,alpha,7,0.17
YBL106C,alpha,7,-0.43
YBL107C,alpha,7,-0.11
YBL108W,alpha,7,-0.4
YBL109W,alpha,7,NA
YBL111C,alpha,7,-0.47
YBL112C,alpha,7,-0.36
YBL113C,alpha,7,-0.35
YBR001C,alpha,7,0.04
YBR002C,alpha,7,NA
YBR003W,alpha,7,-0.2
YBR004C,alpha,7,-0.01
YBR005W,alpha,7,0.61
YBR006W,alpha,7,NA
YBR007C,alpha,7,-0.25
YBR008C,alpha,7,-0.25
YBR009C,alpha,7,-2.71
YBR010W,alpha,7,-1.94
YBR011C,alpha,7,-0.66
YBR012C,alpha,7,-0.02
YBR012W-A,alpha,7,-0.4
YBR012W-B,alpha,7,-0.09
YBR013C,alpha,7,-0.44
YBR014C,alpha,7,0.98
YBR015C,alpha,7,-0.99
YBR016W,alpha,7,-0.12
YBR017C,alpha,7,-0.49
YBR018C,alpha,7,NA
YBR019C,alpha,7,-0.22
YBR020W,alpha,7,-0.19
YBR021W,alpha,7,0.29
YBR022W,alpha,7,-0.11
YBR023C,alpha,7,0.25
YBR024W,alpha,7,0.28
YBR025C,alpha,7,-0.23
YBR026C,alpha,7,0.36
YBR027C,alpha,7,-0.22
YBR028C,alpha,7,-0.41
YBR029C,alpha,7,-0.12
YBR030W,alpha,7,0.28
YBR031W,alpha,7,-0.6
YBR032W,alpha,7,0.15
YBR033W,alpha,7,-0.29
YBR034C,alpha,7,-1.29
YBR035C,alpha,7,-0.4
YBR036C,alpha,7,-0.22
YBR037C,alpha,7,-0.34
YBR038W,alpha,7,0.56
YBR039W,alpha,7,-0.64
YBR040W,alpha,7,4.23
YBR041W,alpha,7,-0.35
YBR042C,alpha,7,-0.52
YBR043C,alpha,7,-0.51
YBR044C,alpha,7,-0.41
YBR045C,alpha,7,0.2
YBR046C,alpha,7,0.2
YBR047W,alpha,7,NA
YBR048W,alpha,7,-0.33
YBR049C,alpha,7,-0.28
YBR050C,alpha,7,-0.12
YBR051W,alpha,7,NA
YBR052C,alpha,7,0.41
YBR053C,alpha,7,0.4
YBR054W,alpha,7,-1.1
YBR055C,alpha,7,-0.14
YBR056W,alpha,7,0.35
YBR057C,alpha,7,-0.19
YBR058C,alpha,7,-0.06
YBR059C,alpha,7,0.25
YBR060C,alpha,7,-0.35
YBR061C,alpha,7,-0.88
YBR062C,alpha,7,-0.05
YBR063C,alpha,7,-0.8
YBR064W,alpha,7,-0.06
YBR065C,alpha,7,-0.28
YBR066C,alpha,7,0.08
YBR067C,alpha,7,1.03
YBR068C,alpha,7,1.58
YBR069C,alpha,7,-0.63
YBR070C,alpha,7,-0.33
YBR071W,alpha,7,0.02
YBR072W,alpha,7,0.16
YBR073W,alpha,7,1.79
YBR074W,alpha,7,-0.08
YBR075W,alpha,7,-0.4
YBR076W,alpha,7,-0.14
YBR077C,alpha,7,-0.31
YBR078W,alpha,7,-1.12
YBR079C,alpha,7,-0.85
YBR080C,alpha,7,-0.45
YBR081C,alpha,7,-0.48
YBR082C,alpha,7,-0.36
YBR083W,alpha,7,0.29
YBR084C-A,alpha,7,-0.28
YBR084W,alpha,7,-0.88
YBR085W,alpha,7,-0.41
YBR086C,alpha,7,-0.66
YBR087W,alpha,7,-0.35
YBR088C,alpha,7,-0.86
YBR089W,alpha,7,-0.66
YBR089C-A,alpha,7,-0.24
YBR090C,alpha,7,-0.46
YBR091C,alpha,7,-0.3
YBR092C,alpha,7,-0.33
YBR093C,alpha,7,-1
YBR094W,alpha,7,-0.28
YBR095C,alpha,7,0.19
YBR096W,alpha,7,0.48
YBR097W,alpha,7,-0.28
YBR098W,alpha,7,0.04
YBR099C,alpha,7,-0.16
YBR100W,alpha,7,-0.15
YBR101C,alpha,7,0.34
YBR102C,alpha,7,-0.3
YBR103W,alpha,7,-0.19
YBR104W,alpha,7,-0.77
YBR105C,alpha,7,-0.26
YBR106W,alpha,7,-0.67
YBR107C,alpha,7,0.22
YBR108W,alpha,7,0.07
YBR109C,alpha,7,-0.54
YBR110W,alpha,7,-0.33
YBR111C,alpha,7,-0.23
YBR112C,alpha,7,0.06
YBR113W,alpha,7,-0.36
YBR114W,alpha,7,-0.05
YBR115C,alpha,7,-0.57
YBR116C,alpha,7,NA
YBR117C,alpha,7,0.16
YBR118W,alpha,7,-0.04
YBR119W,alpha,7,-0.14
YBR120C,alpha,7,-0.01
YBR121C,alpha,7,-0.6
YBR122C,alpha,7,-0.05
YBR123C,alpha,7,-0.28
YBR124W,alpha,7,0.68
YBR125C,alpha,7,-0.42
YBR126C,alpha,7,0.69
YBR127C,alpha,7,-0.61
YBR128C,alpha,7,-0.15
YBR129C,alpha,7,-0.35
YBR130C,alpha,7,-0.43
YBR131W,alpha,7,0.09
YBR132C,alpha,7,0.68
YBR133C,alpha,7,-0.73
YBR134W,alpha,7,-0.46
YBR135W,alpha,7,-0.83
YBR136W,alpha,7,0.72
YBR137W,alpha,7,-0.42
YBR138C,alpha,7,1.05
YBR139W,alpha,7,-0.01
YBR140C,alpha,7,-0.38
YBR141C,alpha,7,-0.06
YBR142W,alpha,7,-0.88
YBR143C,alpha,7,-0.53
YBR144C,alpha,7,1.26
YBR145W,alpha,7,-0.01
YBR146W,alpha,7,0.45
YBR147W,alpha,7,0.25
YBR148W,alpha,7,-0.17
YBR149W,alpha,7,-0.17
YBR150C,alpha,7,0.73
YBR151W,alpha,7,-0.33
YBR152W,alpha,7,0.02
YBR153W,alpha,7,-0.51
YBR154C,alpha,7,-0.75
YBR155W,alpha,7,-0.99
YBR156C,alpha,7,-0.89
YBR157C,alpha,7,-0.32
YBR158W,alpha,7,1.62
YBR159W,alpha,7,-0.56
YBR160W,alpha,7,-0.57
YBR161W,alpha,7,0
YBR162C,alpha,7,-0.48
YBR162W-A,alpha,7,-0.7
YBR163W,alpha,7,-0.4
YBR164C,alpha,7,-0.38
YBR165W,alpha,7,-0.34
YBR166C,alpha,7,-0.19
YBR167C,alpha,7,-0.24
YBR168W,alpha,7,-0.22
YBR169C,alpha,7,0.2
YBR170C,alpha,7,-0.05
YBR171W,alpha,7,-0.46
YBR172C,alpha,7,-0.86
YBR173C,alpha,7,-0.11
YBR174C,alpha,7,0.04
YBR175W,alpha,7,-0.37
YBR176W,alpha,7,-0.37
YBR177C,alpha,7,0.05
YBR178W,alpha,7,-0.2
YBR179C,alpha,7,0.01
YBR180W,alpha,7,-0.23
YBR181C,alpha,7,-0.5
YBR182C,alpha,7,0.14
YBR183W,alpha,7,0.65
YBR184W,alpha,7,0.05
YBR185C,alpha,7,-0.11
YBR186W,alpha,7,0.12
YBR187W,alpha,7,-0.9
YBR188C,alpha,7,1.72
YBR189W,alpha,7,-0.5
YBR190W,alpha,7,0.01
YBR191W,alpha,7,-0.28
YBR192W,alpha,7,0.05
YBR193C,alpha,7,0.2
YBR194W,alpha,7,-0.04
YBR195C,alpha,7,-0.72
YBR196C,alpha,7,-0.78
YBR197C,alpha,7,-0.34
YBR198C,alpha,7,-0.83
YBR199W,alpha,7,0.38
YBR200W,alpha,7,-0.26
YBR201W,alpha,7,-0.08
YBR202W,alpha,7,-0.65
YBR203W,alpha,7,0.33
YBR204C,alpha,7,0.03
YBR205W,alpha,7,-0.61
YBR206W,alpha,7,-0.43
YBR207W,alpha,7,-0.61
YBR208C,alpha,7,-0.02
YBR209W,alpha,7,0.19
YBR210W,alpha,7,0.23
YBR211C,alpha,7,-0.21
YBR212W,alpha,7,-0.08
YBR213W,alpha,7,0.22
YBR214W,alpha,7,1.22
YBR215W,alpha,7,-0.45
YBR216C,alpha,7,1.34
YBR217W,alpha,7,-0.1
YBR218C,alpha,7,0.17
YBR219C,alpha,7,-0.54
YBR220C,alpha,7,-0.35
YBR221C,alpha,7,-0.63
YBR222C,alpha,7,-0.67
YBR223C,alpha,7,0.38
YBR224W,alpha,7,-0.08
YBR225W,alpha,7,-0.04
YBR226C,alpha,7,-0.05
YBR227C,alpha,7,0.2
YBR228W,alpha,7,-0.08
YBR229C,alpha,7,-0.27
YBR230C,alpha,7,0.57
YBR231C,alpha,7,-0.34
YBR232C,alpha,7,-0.36
YBR233W,alpha,7,-0.14
YBR234C,alpha,7,0.04
YBR235W,alpha,7,0.15
YBR236C,alpha,7,-0.27
YBR237W,alpha,7,0.37
YBR238C,alpha,7,-0.04
YBR239C,alpha,7,0.48
YBR240C,alpha,7,0.53
YBR241C,alpha,7,0.53
YBR242W,alpha,7,-0.55
YBR243C,alpha,7,-1.32
YBR244W,alpha,7,-0.46
YBR245C,alpha,7,-0.11
YBR246W,alpha,7,-0.28
YBR247C,alpha,7,-1.46
YBR248C,alpha,7,0.54
YBR249C,alpha,7,-0.27
YBR250W,alpha,7,NA
YBR251W,alpha,7,-0.56
YBR252W,alpha,7,-0.89
YBR253W,alpha,7,-0.06
YBR254C,alpha,7,-0.49
YBR255W,alpha,7,0.2
YBR256C,alpha,7,-0.01
YBR257W,alpha,7,0
YBR258C,alpha,7,0.11
YBR259W,alpha,7,-0.38
YBR260C,alpha,7,0.26
YBR261C,alpha,7,-0.24
YBR262C,alpha,7,0.15
YBR263W,alpha,7,-0.03
YBR264C,alpha,7,0.44
YBR265W,alpha,7,-0.05
YBR266C,alpha,7,-0.32
YBR267W,alpha,7,-0.92
YBR268W,alpha,7,-0.24
YBR269C,alpha,7,0.47
YBR270C,alpha,7,0.19
YBR271W,alpha,7,NA
YBR272C,alpha,7,-0.18
YBR273C,alpha,7,0.21
YBR274W,alpha,7,0.01
YBR275C,alpha,7,0.08
YBR276C,alpha,7,-0.25
YBR277C,alpha,7,-0.19
YBR278W,alpha,7,-0.12
YBR279W,alpha,7,0.25
YBR280C,alpha,7,0.49
YBR281C,alpha,7,0.05
YBR282W,alpha,7,0.22
YBR283C,alpha,7,-0.03
YBR284W,alpha,7,0.23
YBR285W,alpha,7,0.25
YBR286W,alpha,7,-0.15
YBR287W,alpha,7,0.8
YBR288C,alpha,7,-0.02
YBR289W,alpha,7,0.12
YBR290W,alpha,7,0.11
YBR291C,alpha,7,0.05
YBR292C,alpha,7,0.19
YBR293W,alpha,7,0.06
YBR294W,alpha,7,0.13
YBR295W,alpha,7,-0.12
YBR296C,alpha,7,0.75
YBR297W,alpha,7,0.43
YBR298C,alpha,7,0.26
YBR299W,alpha,7,0.16
YBR300C,alpha,7,-0.07
YBR301W,alpha,7,0.12
YBR302C,alpha,7,-0.19
YCL001W,alpha,7,0.12
YCL002C,alpha,7,-0.01
YCL003W,alpha,7,0.21
YCL004W,alpha,7,0.15
YCL005W,alpha,7,0.18
YCL006C,alpha,7,0.24
YCL007C,alpha,7,0.2
YCL008C,alpha,7,0.15
YCL009C,alpha,7,-0.12
YCL010C,alpha,7,0.02
YCL011C,alpha,7,NA
YCL012W,alpha,7,-0.58
YCL013W,alpha,7,-1.11
YCL014W,alpha,7,1.15
YCL016C,alpha,7,-0.01
YCL017C,alpha,7,NA
YCL018W,alpha,7,0.63
YCL019W,alpha,7,0.06
YCL020W,alpha,7,0.18
YCL021W,alpha,7,0.09
YCL022C,alpha,7,-0.01
YCL023C,alpha,7,1.36
YCL024W,alpha,7,0.2
YCL025C,alpha,7,0.12
YCL026C,alpha,7,0.01
YCL027W,alpha,7,0.3
YCL028W,alpha,7,-0.26
YCL029C,alpha,7,-0.31
YCL030C,alpha,7,0.41
YCL031C,alpha,7,-0.22
YCL032W,alpha,7,0.23
YCL033C,alpha,7,0.25
YCL034W,alpha,7,0.11
YCL035C,alpha,7,0.33
YCL036W,alpha,7,-0.11
YCL037C,alpha,7,-0.53
YCL038C,alpha,7,0.24
YCL039W,alpha,7,-0.06
YCL040W,alpha,7,1.34
YCL041C,alpha,7,-0.35
YCL042W,alpha,7,1.07
YCL043C,alpha,7,-0.32
YCL044C,alpha,7,-0.16
YCL045C,alpha,7,-0.36
YCL046W,alpha,7,-0.3
YCL047C,alpha,7,0.03
YCL048W,alpha,7,0.02
YCL049C,alpha,7,-0.09
YCL050C,alpha,7,-0.11
YCL051W,alpha,7,-0.04
YCL052C,alpha,7,NA
YCL053C,alpha,7,-0.59
YCL054W,alpha,7,NA
YCL055W,alpha,7,0.45
YCL056C,alpha,7,0
YCL057W,alpha,7,-0.12
YCL058C,alpha,7,0.02
YCL059C,alpha,7,-0.37
YCL060C,alpha,7,-0.5
YCL061C,alpha,7,-0.29
YCL062W,alpha,7,-0.94
YCL063W,alpha,7,-0.84
YCL064C,alpha,7,-1.76
YCL065W,alpha,7,-0.17
YCL066W,alpha,7,0.08
YCL067C,alpha,7,-0.12
YCL068C,alpha,7,-0.15
YCL069W,alpha,7,-0.18
YCL074W,alpha,7,0.39
YCL075W,alpha,7,0.02
YCL076W,alpha,7,0.25
YCLX01W,alpha,7,NA
YCLX02C,alpha,7,-0.92
YCLX03C,alpha,7,NA
YCLX04W,alpha,7,0.06
YCLX05C,alpha,7,-0.2
YCLX06C,alpha,7,-0.25
YCLX07W,alpha,7,0.66
YCLX08C,alpha,7,NA
YCLX09W,alpha,7,0.33
YCLX10C,alpha,7,NA
YCLX11W,alpha,7,0.06
YCLX12W,alpha,7,NA
YCR001W,alpha,7,0.14
YCR002C,alpha,7,-0.25
YCR003W,alpha,7,0.08
YCR004C,alpha,7,-0.14
YCR005C,alpha,7,1.01
YCR006C,alpha,7,NA
YCR007C,alpha,7,0.58
YCR008W,alpha,7,-0.27
YCR009C,alpha,7,1.01
YCR010C,alpha,7,0
YCR011C,alpha,7,-0.35
YCR012W,alpha,7,-0.07
YCR013C,alpha,7,0.18
YCR014C,alpha,7,0.01
YCR015C,alpha,7,0.2
YCR016W,alpha,7,-0.19
YCR017C,alpha,7,0.02
YCR018C,alpha,7,0.17
YCR019W,alpha,7,0.13
YCR020C,alpha,7,0.28
YCR020C-A,alpha,7,0.33
YCR021C,alpha,7,NA
YCR022C,alpha,7,0.39
YCR023C,alpha,7,0.05
YCR024C,alpha,7,0.4
YCR024C-A,alpha,7,-0.86
YCR025C,alpha,7,0.02
YCR026C,alpha,7,-0.41
YCR027C,alpha,7,-0.03
YCR028C,alpha,7,-0.45
YCR029C,alpha,7,0.24
YCR029C-A,alpha,7,-0.23
YCR030C,alpha,7,0.41
YCR031C,alpha,7,0
YCR032W,alpha,7,-0.34
YCR033W,alpha,7,-0.38
YCR034W,alpha,7,-0.62
YCR035C,alpha,7,-0.45
YCR036W,alpha,7,0.26
YCR037C,alpha,7,0.33
YCR038C,alpha,7,0.28
YCR039C,alpha,7,0.26
YCR040W,alpha,7,0.39
YCR041W,alpha,7,0.03
YCR042C,alpha,7,0.09
YCR043C,alpha,7,0.01
YCR044C,alpha,7,0.1
YCR045C,alpha,7,-0.43
YCR046C,alpha,7,-0.11
YCR047C,alpha,7,-0.62
YCR048W,alpha,7,-0.34
YCR049C,alpha,7,0.04
YCR050C,alpha,7,0.04
YCR051W,alpha,7,-0.26
YCR052W,alpha,7,-0.31
YCR053W,alpha,7,-0.18
YCR054C,alpha,7,-0.3
YCR055C,alpha,7,-0.75
YCR056W,alpha,7,-0.67
YCR057C,alpha,7,-0.76
YCR058C,alpha,7,-0.41
YCR059C,alpha,7,-0.12
YCR060W,alpha,7,0.37
YCR061W,alpha,7,0.32
YCR062W,alpha,7,0.32
YCR063W,alpha,7,0.1
YCR064C,alpha,7,0.01
YCR065W,alpha,7,-0.2
YCR066W,alpha,7,0
YCR067C,alpha,7,-0.57
YCR068W,alpha,7,0.43
YCR069W,alpha,7,0.12
YCR070W,alpha,7,0.35
YCR071C,alpha,7,0
YCR072C,alpha,7,-0.59
YCR073C,alpha,7,NA
YCR074C,alpha,7,0.37
YCR075C,alpha,7,0.03
YCR076C,alpha,7,NA
YCR077C,alpha,7,-0.03
YCR079W,alpha,7,0.24
YCR080W,alpha,7,NA
YCR081W,alpha,7,0.43
YCR082W,alpha,7,-0.1
YCR083W,alpha,7,0.19
YCR084C,alpha,7,-0.41
YCR085W,alpha,7,-0.07
YCR086W,alpha,7,-0.15
YCR087W,alpha,7,-0.14
YCR088W,alpha,7,-0.06
YCR089W,alpha,7,1.38
YCR090C,alpha,7,-0.07
YCR091W,alpha,7,0.36
YCR092C,alpha,7,-0.33
YCR093W,alpha,7,-0.43
YCR094W,alpha,7,-0.02
YCR095C,alpha,7,0.04
YCR096C,alpha,7,-0.05
YCR097WA,alpha,7,0.43
YCR097WB,alpha,7,0.33
YCR098C,alpha,7,0.31
YCR099C,alpha,7,0
YCR100C,alpha,7,0.31
YCR101C,alpha,7,NA
YCR102C,alpha,7,0.1
YCR103C,alpha,7,-0.01
YCR104W,alpha,7,0.11
YCR105W,alpha,7,-0.14
YCR106W,alpha,7,-0.01
YCR107W,alpha,7,0.09
YCRX01W,alpha,7,-0.04
YCRX02C,alpha,7,0.32
YCRX03C,alpha,7,0.14
YCRX04W,alpha,7,-0.01
YCRX05W,alpha,7,0
YCRX06W,alpha,7,-0.09
YCRX07W,alpha,7,0.51
YCRX08W,alpha,7,-0.26
YCRX09C,alpha,7,0.04
YCRX10W,alpha,7,-0.35
YCRX11W,alpha,7,-0.19
YCRX12W,alpha,7,-0.18
YCRX13W,alpha,7,0.25
YCRX14W,alpha,7,-0.21
YCRX15W,alpha,7,0.07
YCRX16C,alpha,7,-0.24
YCRX17W,alpha,7,-0.06
YCRX18C,alpha,7,2.51
YCRX19W,alpha,7,-0.15
YCRX20C,alpha,7,-0.34
YCRX21C,alpha,7,0.03
YDL001W,alpha,7,-0.04
YDL002C,alpha,7,0.26
YDL003W,alpha,7,-0.74
YDL004W,alpha,7,-0.01
YDL005C,alpha,7,0.16
YDL006W,alpha,7,0.35
YDL007W,alpha,7,-0.09
YDL008W,alpha,7,0.01
YDL009C,alpha,7,0.02
YDL010W,alpha,7,-0.06
YDL011C,alpha,7,0.21
YDL012C,alpha,7,0.09
YDL013W,alpha,7,0.68
YDL014W,alpha,7,-0.43
YDL015C,alpha,7,-0.22
YDL016C,alpha,7,-0.14
YDL017W,alpha,7,NA
YDL018C,alpha,7,0.1
YDL019C,alpha,7,0.01
YDL020C,alpha,7,-0.15
YDL021W,alpha,7,0.21
YDL022W,alpha,7,1.43
YDL023C,alpha,7,1.61
YDL024C,alpha,7,2.36
YDL025C,alpha,7,0.7
YDL026W,alpha,7,NA
YDL027C,alpha,7,0.78
YDL028C,alpha,7,-0.1
YDL029W,alpha,7,0.33
YDL030W,alpha,7,NA
YDL031W,alpha,7,-0.47
YDL032W,alpha,7,NA
YDL033C,alpha,7,-0.2
YDL034W,alpha,7,0.09
YDL035C,alpha,7,2.02
YDL036C,alpha,7,0.31
YDL037C,alpha,7,1.45
YDL038C,alpha,7,0.91
YDL039C,alpha,7,1.03
YDL040C,alpha,7,-0.46
YDL041W,alpha,7,-0.48
YDL042C,alpha,7,-0.16
YDL043C,alpha,7,-0.28
YDL044C,alpha,7,0.2
YDL045C,alpha,7,-0.1
YDL045W-A,alpha,7,NA
YDL046W,alpha,7,-0.29
YDL047W,alpha,7,-0.34
YDL048C,alpha,7,0.21
YDL049C,alpha,7,1.05
YDL050C,alpha,7,-0.31
YDL051W,alpha,7,-0.24
YDL052C,alpha,7,-0.15
YDL053C,alpha,7,-0.06
YDL054C,alpha,7,0.39
YDL055C,alpha,7,-1.06
YDL056W,alpha,7,-0.21
YDL057W,alpha,7,NA
YDL058W,alpha,7,-0.55
YDL059C,alpha,7,-0.24
YDL060W,alpha,7,-0.8
YDL061C,alpha,7,-0.27
YDL062W,alpha,7,NA
YDL063C,alpha,7,-0.97
YDL064W,alpha,7,-0.59
YDL065C,alpha,7,-0.26
YDL066W,alpha,7,-0.06
YDL067C,alpha,7,0.01
YDL068W,alpha,7,0.18
YDL069C,alpha,7,0.57
YDL070W,alpha,7,-0.61
YDL071C,alpha,7,0.32
YDL072C,alpha,7,0.57
YDL073W,alpha,7,-0.22
YDL074C,alpha,7,-0.48
YDL075W,alpha,7,-0.27
YDL076C,alpha,7,0.21
YDL077C,alpha,7,0.03
YDL078C,alpha,7,0.31
YDL079C,alpha,7,-0.02
YDL080C,alpha,7,0.41
YDL081C,alpha,7,-0.19
YDL082W,alpha,7,-0.06
YDL083C,alpha,7,NA
YDL084W,alpha,7,-0.31
YDL085W,alpha,7,NA
YDL086W,alpha,7,0.08
YDL087C,alpha,7,NA
YDL088C,alpha,7,0.04
YDL089W,alpha,7,0.17
YDL090C,alpha,7,-0.22
YDL091C,alpha,7,0.33
YDL092W,alpha,7,0.07
YDL093W,alpha,7,-0.37
YDL094C,alpha,7,-0.5
YDL095W,alpha,7,-0.66
YDL096C,alpha,7,-0.77
YDL097C,alpha,7,-0.03
YDL098C,alpha,7,-0.07
YDL099W,alpha,7,0.23
YDL100C,alpha,7,0.16
YDL101C,alpha,7,-0.18
YDL102W,alpha,7,-0.4
YDL103C,alpha,7,-0.15
YDL104C,alpha,7,-0.13
YDL105W,alpha,7,-0.03
YDL106C,alpha,7,0.05
YDL107W,alpha,7,NA
YDL108W,alpha,7,0.07
YDL109C,alpha,7,0.47
YDL110C,alpha,7,-0.04
YDL111C,alpha,7,-0.38
YDL112W,alpha,7,0.17
YDL113C,alpha,7,0.36
YDL114W,alpha,7,NA
YDL115C,alpha,7,0.02
YDL116W,alpha,7,-0.22
